424627000.00000	39.02000
424627000.00000	39.02000
424627000.00000	51.02000
424627000.00000	39.02000
424627039.02000	39.02000
424627039.02000	51.00000
424627039.02000	51.02000
424627051.02000	39.02000
424627078.04000	51.00000
424627090.02000	51.02000
424627090.04000	39.02000
424627090.04000	39.02000
424627129.04000	39.02000
424627129.06000	39.02000
424627129.06000	39.02000
424627141.04000	52.04000
424627168.06000	39.02000
424627168.08000	51.00000
424627168.08000	39.02000
424627193.08000	65.00000
424627207.08000	63.00000
424627207.10000	39.02000
424627219.08000	63.00000
424627246.12000	39.02000
424627258.08000	39.06000
424627270.08000	51.00000
424627282.08000	54.06000
424627285.14000	39.02000
424627297.14000	39.02000
424627321.08000	39.02000
424627324.16000	47.94000
424627336.14000	39.02000
424627336.16000	39.02000
424627360.10000	39.02000
424627372.10000	42.08000
424627375.16000	39.02000
424627375.18000	51.00000
424627399.12000	40.06000
424627414.18000	39.02000
424627414.18000	39.02000
424627426.18000	39.02000
424627439.18000	39.02000
424627453.20000	39.02000
424627453.20000	51.02000
424627465.20000	51.02000
424627478.20000	39.02000
424627492.22000	39.02000
424627504.22000	51.00000
424627516.22000	51.00000
424627517.22000	39.02000
424627531.24000	39.02000
424627555.22000	51.00000
424627556.24000	61.98000
424627567.22000	63.00000
424627570.26000	39.02000
424627606.22000	42.06000
424627609.28000	39.02000
424627618.22000	51.00000
424627630.22000	39.02000
424627648.28000	39.02000
424627648.30000	39.02000
424627669.22000	39.02000
424627669.24000	51.00000
424627687.30000	39.02000
424627687.32000	39.02000
424627708.24000	43.10000
424627720.24000	43.10000
424627726.32000	39.02000
424627726.34000	49.00000
424627751.34000	53.00000
424627763.34000	39.02000
424627765.34000	49.02000
424627775.34000	39.02000
424627802.36000	51.00000
424627804.34000	49.02000
424627814.36000	51.00000
424627814.36000	39.02000
424627853.36000	39.02000
424627853.36000	51.00000
424627853.38000	62.98000
424627865.36000	39.02000
424627892.38000	39.02000
424627904.36000	39.02000
424627904.38000	50.98000
424627916.36000	51.00000
424627931.40000	39.02000
424627943.38000	39.02000
424627955.36000	51.00000
424627967.36000	39.02000
424627970.42000	39.02000
424627982.40000	39.02000
424628006.36000	39.02000
424628006.38000	39.02000
424628009.44000	50.98000
424628021.42000	51.00000
424628045.38000	39.04000
424628045.40000	39.02000
424628060.42000	39.02000
424628072.42000	51.00000
424628084.42000	39.02000
424628084.42000	39.02000
424628099.44000	39.02000
424628123.42000	39.02000
424628123.44000	40.02000
424628123.44000	39.02000
424628138.46000	39.02000
424628162.44000	39.02000
424628162.46000	39.02000
424628163.46000	39.02000
424628177.48000	39.02000
424628201.46000	39.02000
424628201.48000	39.02000
424628202.48000	39.02000
424628216.50000	46.54000
424628240.48000	47.56000
424628240.50000	59.54000
424628241.50000	39.02000
424628263.04000	39.02000
424628280.52000	39.02000
424628288.04000	51.00000
424628300.04000	39.02000
424628302.06000	39.02000
424628319.54000	39.02000
424628339.04000	39.02000
424628339.06000	39.02000
424628341.08000	49.00000
424628358.56000	39.02000
424628378.06000	39.02000
424628378.08000	51.00000
424628390.08000	39.02000
424628397.58000	39.02000
424628417.08000	39.02000
424628429.08000	39.02000
424628429.10000	39.02000
424628436.60000	43.52000
424628456.10000	51.00000
424628468.10000	39.02000
424628468.12000	39.02000
424628480.12000	39.02000
424628507.10000	51.04000
424628507.12000	39.02000
424628507.14000	39.02000
424628519.14000	64.00000
424628546.14000	49.00000
424628546.16000	60.98000
424628558.14000	39.02000
424628583.14000	63.00000
424628595.14000	63.00000
424628597.16000	39.02000
424628607.14000	41.04000
424628636.18000	60.96000
424628646.14000	39.02000
424628648.18000	60.96000
424628658.14000	39.02000
424628685.16000	62.98000
424628697.14000	39.02000
424628697.16000	39.02000
424628709.14000	64.00000
424628736.16000	39.02000
424628736.18000	51.00000
424628748.14000	52.06000
424628773.14000	39.02000
424628775.18000	39.02000
424628787.18000	39.02000
424628800.20000	39.02000
424628812.16000	39.06000
424628814.20000	49.02000
424628826.20000	39.02000
424628839.22000	39.02000
424628851.22000	39.02000
424628863.22000	39.02000
424628865.22000	52.02000
424628878.24000	39.02000
424628890.24000	39.02000
424628902.24000	39.02000
424628917.24000	39.02000
424628917.26000	51.00000
424628929.26000	39.02000
424628941.26000	39.02000
424628956.26000	39.02000
424628968.26000	39.02000
424628968.28000	39.02000
424628980.28000	39.02000
424628995.28000	51.00000
424629007.28000	51.00000
424629007.30000	62.98000
424629019.30000	62.98000
424629046.28000	39.02000
424629058.28000	39.02000
424629070.28000	51.00000
424629082.28000	39.02000
424629085.30000	47.98000
424629097.30000	39.02000
424629121.28000	39.02000
424629121.30000	50.98000
424629133.28000	39.02000
424629136.32000	47.98000
424629160.30000	50.98000
424629172.28000	39.02000
424629172.30000	51.00000
424629184.30000	39.02000
424629211.28000	39.02000
424629211.30000	51.00000
424629223.30000	39.02000
424629223.32000	39.02000
424629250.30000	51.02000
424629262.30000	39.04000
424629262.32000	39.02000
424629262.34000	51.00000
424629301.32000	51.02000
424629301.34000	39.02000
424629301.34000	39.02000
424629313.34000	39.02000
424629340.36000	39.02000
424629340.36000	51.00000
424629352.34000	39.02000
424629352.36000	51.00000
424629379.38000	39.02000
424629391.36000	39.02000
424629391.36000	51.00000
424629403.36000	51.00000
424629418.40000	44.64000
424629430.38000	62.98000
424629442.36000	63.00000
424629454.36000	63.00000
424629463.04000	39.02000
424629493.36000	39.02000
424629502.06000	54.30000
424629505.36000	39.02000
424629517.36000	51.00000
424629532.38000	51.00000
424629544.38000	39.02000
424629556.36000	52.04000
424629568.36000	39.02000
424629583.38000	39.02000
424629583.40000	39.02000
424629607.38000	39.02000
424629608.40000	39.02000
424629622.40000	49.00000
424629622.42000	39.02000
424629646.40000	39.02000
424629647.42000	63.00000
424629661.44000	60.98000
424629671.40000	39.02000
424629685.42000	39.02000
424629710.42000	51.00000
424629710.42000	63.00000
424629722.42000	63.00000
424629724.44000	72.98000
424629761.42000	39.02000
424629773.42000	39.02000
424629785.42000	39.02000
424629797.42000	39.02000
424629800.44000	39.02000
424629812.44000	39.02000
424629824.44000	39.02000
424629836.44000	39.02000
424629839.46000	39.02000
424629851.46000	39.02000
424629863.46000	51.00000
424629875.46000	42.02000
424629878.48000	51.00000
424629890.48000	39.02000
424629914.46000	54.02000
424629917.48000	51.02000
424629929.48000	51.02000
424629929.50000	39.02000
424629968.48000	39.04000
424629968.50000	39.02000
424629968.52000	51.00000
424629980.50000	39.02000
424630007.52000	51.00000
424630007.52000	39.02000
424630019.52000	39.02000
424630019.52000	51.00000
424630046.54000	39.02000
424630058.52000	39.04000
424630058.54000	52.02000
424630070.52000	39.02000
424630085.56000	39.02000
424630097.56000	39.02000
424630109.54000	52.04000
424630110.56000	39.02000
424630124.58000	39.02000
424630136.58000	39.02000
424630149.58000	39.02000
424630161.58000	39.02000
424630163.60000	39.02000
424630175.60000	39.02000
424630188.60000	39.02000
424630200.60000	39.02000
424630202.62000	39.02000
424630214.62000	39.02000
424630227.62000	51.02000
424630239.62000	39.02000
424630241.64000	119.42000
424630253.64000	39.02000
424630278.64000	39.02000
424630278.64000	39.02000
424630292.66000	39.02000
424630317.66000	45.38000
424630317.66000	39.02000
424630331.68000	39.02000
424630356.68000	39.02000
424630361.06000	48.64000
424630363.04000	39.02000
424630370.70000	39.02000
424630395.70000	53.00000
424630402.06000	58.64000
424630409.70000	39.02000
424630409.72000	51.00000
424630448.70000	39.02000
424630448.72000	50.98000
424630460.70000	51.00000
424630460.72000	39.02000
424630487.72000	51.02000
424630499.70000	51.00000
424630499.74000	39.02000
424630511.70000	39.06000
424630538.74000	51.02000
424630538.76000	50.94000
424630550.70000	51.00000
424630550.76000	51.00000
424630589.70000	51.06000
424630589.76000	39.02000
